;Kalimat;Sesuai;aspek_Budaya Green;aspek_Keselarasan Strategi;aspek_Metode;aspek_Pegawai;aspek_Tata Kelola;aspek_Teknologi Informasi;aspek_Transisi Energi;sentimen_negatif;sentimen_positif
2893;Saya merasa pola kerja untuk mencapai target EBT terlalu rumit.;;0;0;1;0;0;0;0;1;0
2894;Saya mendapat jalan untuk meningkatkan kemampuan saya terkait strategi green;;0;0;0;1;0;0;0;0;1
2895;PLN memanfaatkan data dari sistem IT untuk melihat peluang bisnis terkait green.;;0;0;0;0;0;1;0;0;1
2896;PLN cukup lambat dalam mengembangkan aplikasi sistem monitoring untuk green.;;0;0;0;0;0;1;0;1;0
2897;Saya memprioritaskan untuk membeli makanan atau minuman dalam kemasan yang bisa didaur ulang;;1;0;0;0;0;0;0;0;1
2898;Saya menggunakan tumbler pribadi saat membeli minuman di luar;;1;0;0;0;0;0;0;0;1
2899;PLN menyertakan karyawan dalam menyusun program ramah lingkungan di perusahaan.;1;0;1;0;0;0;0;0;0;1
2900;Program dedieselisasi PLTD yang tersebar menjadi pembangkit listrik tenaga surya (PLTS) 1,2 gigawatt peak (GWp) dengan baterai;;0;0;0;0;0;0;1;0;1
2901;Berdasarkan hasil paris agreement terdapat pengembangan fasilitas dalam rangka mengurangi efek perubahan iklim;;0;0;0;0;0;0;1;0;1
2902;Saya masih belum terbiasa dengan pola kerja untuk pencapaian target green.;;0;0;1;0;0;0;0;1;0
2903;Terdapat webinar gratis terkait PLTA;;0;0;0;0;0;0;1;0;1
2904;Saya bertanggung jawab berperilaku ramah lingkungan;;0;0;0;0;1;0;0;0;1
2905;Saya diberi kesempatan oleh perusahaan untuk meningkatkan kompetensi terkait dengan keberlanjutan lingkungan;;0;0;0;1;0;0;0;0;1
2906;Nantinya energi listrik yang selama ini bersumber dari pembangkit berbahan bakar fosil akan digantikan dengan pembangkit bertenaga surya.;;0;0;1;0;0;0;0;0;1
2907;Terdapat video-video yang berisikan informasi terkait dengan PLTB;;0;0;0;0;0;0;1;0;1
2908;Terdapat video-video yang berisikan informasi terkait dengan PLTP;;0;0;0;0;0;0;1;0;1
2909;Saya menjelaskan pada rekan/bawahan dampak-dampak dari pengelolaan batu bara;;1;0;0;0;0;0;0;0;1
2910;Atasan saya membuat arahan proses pelaksanaan pembangunan pembangkit yang tidak merusak lingkungan;;1;0;0;0;0;0;0;0;1
2911;PLN melakukan berbagai macam riset terkait pembangkit listrik ramah lingkungan yang dapat dibangun di Indonesia;;0;1;0;0;0;0;0;0;1
2912;Saya kurang yakin dengan banyaknya strategi green yang dilakukan oleh PLN.;;0;0;1;0;0;0;0;1;0
2913;Saya tidak tahu tentang Due Diligence yang terkait dengan pengadaan EPC EBT.;1;0;0;0;0;1;0;0;1;0
2914;Saya bertanggung jawab membuat laporan program kegiatan dan kinerja EBT.;1;0;0;0;0;1;0;0;0;1
2915;PLN perlu lebih masif dalam menawarkan produk green kepada masyarakat.;;0;0;1;0;0;0;0;0;1
2916;Saya berpartisipasi dalam penyusunan roadmap EBT di lingkup divisi.;1;0;0;0;0;1;0;0;0;1
2917;PLN menerapkan manajemen lingkungan untuk menjalankan strategi green.;;0;1;0;0;0;0;0;0;1
2918;PLN menerapkan strategi green sebagai bentuk tanggung jawab korporasi.;1;0;1;0;0;0;0;0;0;1
2919;Saya membuang sampah sesuai dengan kategorisasinya;;1;0;0;0;0;0;0;0;1
2920;Cofiring adalah salah satu strategi untuk mentransformasi PLTU menjadi green.;0;0;1;0;0;0;0;0;0;1
2921;Beyond kWh masih perlu dikembangkan agar dapat mencapai target KPI.;1;0;0;0;0;1;0;0;1;0
2922;Teknologi co firing adalah penambahan sejumlah biomasa kedalam pembangkit batu bara untuk mengurangi konsumsi energi fosil.;;0;0;1;0;0;0;0;0;1
2923;Saya memastikan kegiatan Pembangkit mematuhi peraturan lingkungan dan K3 di Perusahaan;;1;0;0;0;0;0;0;0;1
2924;Saya mengarahkan untuk melakukan penghematan penggunaan air di tempat kerja;;1;0;0;0;0;0;0;0;1
2925;Dengan adanya KPI terkait green, menandai bahwa unit induk sudah memikirkan cara mengubah energi menjadi lebih baik.;1;0;0;0;0;1;0;0;0;1
2926;Saya mengajak rekan untuk bersepeda di lingkungan kantor;;1;0;0;0;0;0;0;0;1
2927;Saya mengajak rekan/bawahan untuk mengurangi konsumsi penggunaan bahan bakar minyak;;1;0;0;0;0;0;0;0;1
2928;Solar Photovoltaic dapat mengubah sinar radiasi matahari jadi energi listrik;;0;0;0;0;0;0;1;0;1
2929;Saya menggunakan sedotan stainless dibandingkan sedotan plastik;;1;0;0;0;0;0;0;0;1
2930;Atasan selalu memberi arahan untuk berperilaku ramah lingkungan;;0;0;0;1;0;0;0;0;1
2931;Belum semua operasional unit sesuai dengan regulasi dari sisi lingkungan hidup.;;0;1;0;0;0;0;0;1;0
2932;Tidak semua karyawan mengetahui hasil analisa risiko pemanfaatan energi terbarukan bagi PLN.;1;0;0;0;0;1;0;0;1;0
2933;Saya memberikan saran terkait perlunya memperbanyak ventilasi untuk sirkulasi dan menghemat pemakaian AC;;1;0;0;0;0;0;0;0;1
2934;Saya diberi kesempatan untuk mendalami pengetahuan tentang keberlanjutan sosial;;0;0;0;1;0;0;0;0;1
2935;PLN memberikan dukungan kepada divisi yang peduli terhadap pengembangan EBT.;;0;1;0;0;0;0;0;0;1
2936;Terdapat percepatan pensiun dini PLTU melalui strategi Green PLN;;0;1;0;0;0;0;0;0;1
2937;Sering kali ide mengenai proyek green dimentahkan oleh pusat.;;0;0;1;0;0;0;0;1;0
2938;Setiap unit memahami strategi green yang hendak dicapai PLN.;1;0;1;0;0;0;0;0;0;1
2939;Sistem PLN belum sepenuhnya mendukung bisnis yang berkelanjutan.;;0;0;0;0;1;0;0;1;0
2940;Menurut saya, perusahaan telah memberikan tanggung jawab kepada kami untuk melakukan kegiatan keberlanjutan;;0;0;0;0;1;0;0;0;1
2941;PLN belum sepenuhnya menjalankan strategi EBT untuk mencapai net zero emission.;1;0;1;0;0;0;0;0;1;0
2942;Penggunaan energi panas bumi memang tidak akan menimbulkan pencemaran terhadap lingkungan;;0;0;0;0;0;0;1;0;1
2943;Aplikasi berbasis teknologi informasi memudahkan saya dalam monitoring pelaksanaan strategi green.;;0;0;0;0;0;1;0;0;1
2944;Pembangkit Listrik Tenaga Sampah (PLTSa) sebesar 43 MW akan beroperasi tahun 2022;;0;0;0;0;0;0;1;0;1
2945;Saya melakukan reboisasi di lahan PLTU;;1;0;0;0;0;0;0;0;1
2946;Mengurangi penggunaan bahan bakar fosil di PLTU merupakan transisi energi green yang dilakukan PLN.;1;0;1;0;0;0;0;0;0;1
2947;Kami menyiapkan kompetensi EBT melalui pengetahuan dan sertifikasi.;;0;0;1;0;0;0;0;0;1
2948;Saya menyiapkan engineering design untuk proses pengadaan EPC EBT.;1;0;0;0;0;1;0;0;0;1
2949;Saya diikutsertakan dalam menyusun roadmap EBT di PLN.;1;0;0;0;0;1;0;0;0;1
2950;Saya percaya bahwa kegiatan konstruksi di PLN sudah memenuhi peraturan lingkungan.;1;0;1;0;0;0;0;0;0;1
2951;Saya mencari informasi terkait wave energy conversion;;1;0;0;0;0;0;0;0;1
2952;Saya yakin kegiatan operasi di PLN sudah mengikuti peraturan lingkungan.;0;0;1;0;0;0;0;0;0;1
2953;Ketua Tim memberitahukan pengetahuan terkait dengan keberlanjutan lingkungan;;0;0;0;1;0;0;0;0;1
2954;Saya menawarkan rekan-rekan saya di Perusahaan terkait keuntungan fasilitas REC dan mengenalkan kepada mereka energi bersih;;1;0;0;0;0;0;0;0;1
2955;Agar dapat mencapai target transformasi energi green tahun 2060, PLN harus bersinergi dengan BUMN lain.;1;0;0;0;0;1;0;0;0;1
2956;SPKLU dibangun oleh PLN dengan tujuan untuk mendukung kehadiran kendaraan listrik.;1;0;0;0;0;0;0;1;0;1
2957;Saya berdiskusi terkait masalah pencemaran lingkungan bersama rekan di kantor;;1;0;0;0;0;0;0;0;1
2958;Contoh energi terbarukan adalah energi matahari.;1;0;0;0;0;0;0;1;0;1
2959;Belum semua unit memahami strategi green yang hendak dicapai PLN.;;0;1;0;0;0;0;0;1;0
2960;Program carbon credit yang dimiliki PLN bisa dijual ke BUMN lain.;;0;0;1;0;0;0;0;0;1
2961;PLN tengah menggarap pembangkit EBT berupa Pembangkit Listrik Tenaga Air.;1;0;0;0;0;0;0;1;0;1
2962;PLN melakukan pelatihan pengenalan dan pemahaman mengenai aspek dampak pada Sistem Manajemen Lingkungan;;1;0;0;0;0;0;0;0;1
2963;Saya mengarahkan untuk inovasi untuk mengoptimalisasi pemanfaatan fly ash dan bottom ash (FABA);;1;0;0;0;0;0;0;0;1
2964;Unit induk memahami bahwa PLN berkomitmen pada pelaksanaan carbon tax.;1;0;0;0;0;1;0;0;0;1
2965;Terdapat webinar gratis terkait PLTMH;;0;0;0;0;0;0;1;0;1
2966;PLN belum mendorong setiap divisi untuk mengembangkan energi terbarukan.;;0;1;0;0;0;0;0;1;0
2967;Atasan saya memberikan informasi dan pengetahuan baru yang dapat membantu saya memahami isu lingkungan saat ini;;0;0;0;1;0;0;0;0;1
2968;Saya memastikan kelancara saluran drainase;;1;0;0;0;0;0;0;0;1
2969;Mencari informasi perihal ocean thermal energy itu tidak sulit. ;1;0;0;0;0;0;0;1;0;1
2970;Saya ikut serta dalam program-program pengembangan pembangkit EBT;;1;0;0;0;0;0;0;0;1
2971;Saya merasa bangga bisa terlibat dalam proyek yang mendukung strategi green;;0;0;0;1;0;0;0;0;1
2972;Tidak semua pembangunan pembangkit EBT melibatkan sinergi dengan BUMN lain.;1;0;0;0;0;1;0;0;1;0
2973;Saya senang perusahaan memiliki rencana untuk mencapai strategi green;;0;0;1;0;0;0;0;0;1
2974;Menurut saya, aplikasi berbasis informasi teknologi perlu dioptimalkan sesuai kebutuhan strategi green.;;0;0;0;0;0;1;0;0;1
2975;Pembangkit biogas merupakan proses pembangkitan listrik dilakukan dengan memanfaatkan gas metan dari proses fermentasi kotoran ternak;;0;0;0;0;0;0;1;0;1
2976;Tindakan ramah lingkungan yang dilakukan PLN belum selaras dengan tindakan menghadapi krisis lingkungan.;1;0;1;0;0;0;0;0;1;0
2977;PLTGU menghasilkan emisi lebih kecil dibanding pembangkit gas pada umumnya;1;0;0;0;0;0;0;1;0;1
2978;Mitigasi building dilakukan dalam upaya pengelolaan perubahan iklim.;;0;0;1;0;0;0;0;0;1
2979;Pada turbin angin aliran udara di bawah sayap lebih lambat dari pada sisi atas sehingga timbul perbedaan tekanan (efek lift);;0;0;0;0;0;0;1;0;1
2980;Saya ikut dalam penyusunan roadmap EBT di lingkup unit.;1;0;0;0;0;1;0;0;0;1
2981;Ada kesempatan studi di luar negeri untuk mendalami pengetahuan tentang transisi energi.;1;0;0;0;0;0;0;1;0;1
2982;Belum semua proses perijinan untuk pembangunan pembangkit EBT dilakukan oleh Unit Induk.;1;0;0;0;0;1;0;0;1;0
2983;Atasan menerapkan prinsip 3R (reuse, reduce, ricycle) saat menggunakan fasilitas kantor dalam bekerja;;1;0;0;0;0;0;0;0;1
2984;Saya membahas isu lingkungan bersama rekan yang lain;;1;0;0;0;0;0;0;0;1
2985;Atasan mengarahkan pada pembuatan dokumen kerja dalam bentuk digital dibandingkan fisik;;1;0;0;0;0;0;0;0;1
2986;Saya diberi kesempatan untuk meningkatkan kemampuan berperilaku keberlanjutan;;0;0;0;1;0;0;0;0;1
2987;Terdapat kampanye electrifying lifestyle melalui pengenalan kompor induksi kepada masyarakat;;0;0;0;0;0;0;1;0;1
2988;Menurut saya, Peraturan Pemerintah menjadi alasan PLN berpartisipasi dalam program transisi energi.;1;0;1;0;0;0;0;0;0;1
2989;Saya sedang mencoba untuk memasang PLTS atap di rumah saya;;1;0;0;0;0;0;0;0;1
2990;Saya menyampurkan batu bara dan cangkang sawit untuk pembangkit PLTU;;1;0;0;0;0;0;0;0;1
2991;PLN memberikan penghargaan kepada karyawan yang peduli terhadap keberhasilan implementasi strategi green.;;0;1;0;0;0;0;0;0;1
2992;Kita itu karyawan hanya dikasih tahu untuk 23 persen ebt di tahun 2025;;0;0;0;1;0;0;0;1;0
2993;PLN membuat desain proses bisnis yang lebih ramah lingkungan.;;0;0;1;0;0;0;0;0;1
2994;Saya berpikir kewajiban PLN untuk menyediakan PLTS atap kepada pelanggan adalah bagian dari strategi green yang dilakukan PLN.;1;0;1;0;0;0;0;0;0;1
2995;Saya belum memahami misi PLN yang berkaitan dengan kegiatan berwawasan lingkungan.;1;0;1;0;0;0;0;0;1;0
2996;Saya melihat video terkait dengan penerapan co-firing di beberapa daerah di PLN;1;0;0;0;0;0;0;1;0;1
2997;Perusahaan membuat KPI terkait dengan Green untuk mendorong karyawan terbiasa dengan Teknologi Ramah Lingkungan;;1;0;0;0;0;0;0;0;1
2998;Ada beragam pengetahuan tentang strategi green yang dapat diakses;;0;0;0;1;0;0;0;0;1
2999;Direksi banyak announce mengenai EBT dan arah Perusahaan saat ini yang ke arah energi ramah lingkungan;;1;0;0;0;0;0;0;0;1
3000;Saya diarahkan untuk melakukan inovasi pengelolaan limbah batu bara;;1;0;0;0;0;0;0;0;1
3001;Saya tidak terlibat dalam pembangunan pembangkit listrik energi terbarukan di PLN.;1;0;0;0;0;1;0;0;1;0
3002;Penyediaan PLTS belum tersedia secara merata di berbagai wilayah.;1;0;1;0;0;0;0;0;1;0
3003;Penggunaan aplikasi berbasis teknologi informasi dapat mempermudah pengukuran strategi green.;;0;0;0;0;0;1;0;0;1
3004;Waduk digunain buat bikin pembangkit hydro baik yang mini/besar;;0;0;0;0;0;0;1;0;1
3005;Saya terlibat dalam penyusunan roadmap EBT di lingkup divisi.;1;0;0;0;0;1;0;0;0;1
3006;Pembangkit EBT berupa Pembangkit Listrik Tenaga Sampah lagi digarap PLN.;1;0;0;0;0;0;0;1;0;1
3007;Saya mengarahkan bawahan untuk melakukan inovasi pengelolaan limbah batu bara;;1;0;0;0;0;0;0;0;1
3008;Saya menghargai berbagai aplikasi teknologi yang dibangun PLN untuk mendukung strategi green.;;0;0;0;0;0;1;0;0;1
3009;Kegiatan konstruksi di unit saya sejalan dengan strategi green PLN.;1;0;1;0;0;0;0;0;0;1
3010;Informasi mengenai biomass tersedia dalam format video. ;1;0;0;0;0;0;0;1;0;1
3011;Menurut saya, PLN belum konsisten menerapkan strategi green.;1;0;1;0;0;0;0;0;1;0
3012;Ketua tim sering memberikan ilmu pengetahuan terkait pengelolaan berkelanjutan;;0;0;0;1;0;0;0;0;1
3013;Atasan mengarahkan untuk selalu merawat mesin pembangkit secara berkala untuk menekan emisi;;1;0;0;0;0;0;0;0;1
3014;Material photovoltaic yang ada di pasaran kebanyakan bahan dasarnya silikon.;1;0;0;0;0;0;0;1;0;1
3015;Implementasi strategi green PLN belum dilakukan di unit saya.;1;0;1;0;0;0;0;0;1;0
3016;Tuntutan global yang mengutamakan aspek green mendorong PLN untuk berpartisipasi dalam strategi green.;1;0;1;0;0;0;0;0;0;1
3017;Saya diikutsertakan dalam implementasi rencana yang mengacu pada prosedur green PLN.;1;0;0;0;0;1;0;0;0;1
3018;Saya memastikan pelaksanaan sistem manajemen di lingkungan di masing-masing Unit;;1;0;0;0;0;0;0;0;1
3019;Terdapat PLTS On Grid bagi pelanggan yang ingin memasang PLTS di atas atap rumahnya;;0;0;0;0;0;0;1;0;1
3020;Menurut saya, tidak mudah membuat suatu metode tertentu untuk pencapaian target green.;;0;0;1;0;0;0;0;1;0
3021;Saya menggunakan kipas dan mengurangi penggunaan AC di kantor;;1;0;0;0;0;0;0;0;1
3022;Manager saya sering memberitahu hal-hal yang berkaitan dengan pengelolaan berkelanjutan;;0;0;0;1;0;0;0;0;1
3023;Penggabungan siklus turbin gas dengan siklus turbin uap dilakukan melalui peralatan pemindah panas berupa boiler atau umum disebut “Heat Recovery Steam Generator” (HRSG);;0;0;0;0;0;0;1;0;1
3024;Perizinan untuk pembangunan pembangkit EBT dilakukan oleh Unit Induk Pembangunan di wilayah terkait.;1;0;0;0;0;1;0;0;0;1
3025;Saya berbelanja menggunakan goody bag khusus belanja;;1;0;0;0;0;0;0;0;1
3026;Ada informasi tentang tidal energy conversion dalam format video. ;1;0;0;0;0;0;0;1;0;1
3027;Kegiatan panas bumi juga harus tetap memperhatikan perlindungan lingkungan mengingat keberlangsungan panas bumi sangat bergantung pada lingkungan di sekitarnya termasuk satwa dan tumbuh-tumbuhan.;;0;0;0;0;0;0;1;0;1
3028;Memfasilitasi PLTS atap kepada pelanggan adalah bagian dari strategi green PLN.;1;0;1;0;0;0;0;0;0;1
3029;Saya ikut serta dalam kegiatan co-firing yang memanfaatkan cangkang sawit. ;1;0;0;0;0;0;0;1;0;1
3030;Saya memberi arahan untuk mengadakan program penanaman pohon di sekitar lingkungan pembangkit EBT;;1;0;0;0;0;0;0;0;1
3031;Saya berharap ada dashboard emisi secara real time.;;0;0;0;0;0;1;0;0;1
3032;Penerapan manajemen lingkungan merupakan strategi green PLN.;1;0;1;0;0;0;0;0;0;1
3033;Operasional divisi sudah sesuai dengan regulasi dari sisi lingkungan hidup.;;0;1;0;0;0;0;0;0;1
3034;Saya rasa metode yang digunakan dalam strategi green belum jelas.;;0;0;1;0;0;0;0;1;0
3035;Pelaksanaan pajak karbon merupakan pilot project PLN untuk mendukung implementasi strategi green.;1;0;0;0;0;1;0;0;0;1
3036;Saya belum tahu tentang pelaksanaan pajak karbon di PLN.;1;0;0;0;0;1;0;0;1;0
3037;Melibatkan pihak ketiga belum cukup mendukung investasi pembangkit EBT karena biaya yang mahal.;;0;1;0;0;0;0;0;1;0
3038;Top Management banyak membahas terkait dengan pengembangan Pembangkit EBT dalam sambutan-sambutannya;;0;0;0;0;0;0;1;0;1
3039;Saya memberi opini untuk memaksimalkan strategi green;;0;0;0;1;0;0;0;0;1
3040;Aku diberi kesempatan mengikuti webinar tentang ocean thermal energy. ;1;0;0;0;0;0;0;1;0;1
3041;Bahan baku yang jadi campuran metode co-firing, yakni sampah dan limbah/hasil hutan berupa kayu;;0;0;0;0;0;0;1;0;1
3042;PLTA pumped storage menggunakan dua waduk dan di siang hari dia narik air ke atas malem baru dilepas;;0;0;0;0;0;0;1;0;1
3043;Aktivitas untuk mencapai target strategi green dipaparkan secara jelas sehingga mudah dipahami;;0;0;1;0;0;0;0;0;1
3044;Rencana pembangunan pembangkit EBT di beberapa daerah merupakan salah satu bentuk strategi green PLN;;0;1;0;0;0;0;0;0;1
3045;Operasional unit sudah sesuai dengan regulasi dari sisi lingkungan hidup.;;0;1;0;0;0;0;0;0;1
3046;Paket layanan PLN yang isinya solar panel, internet, dan layanan premium alias tanpa padam adalah Green Smart Power.;1;0;0;0;0;0;0;1;0;1
3047;Tanggung jawab untuk menjalankan aktivitas green di kantor belum merata di seluruh karyawan.;;0;0;0;0;1;0;0;1;0
3048;Efektivitas strategi green yang dilakukan sudah dengan jelas disosialisasikan oleh perusahaan.;1;0;1;0;0;0;0;0;0;1
3049;Saya menyusun rencana pengadaan pengembangan pembangkit green PLN.;1;0;0;0;0;1;0;0;0;1
3050;Sinergi BUMN adalah tools yang mendorong pegawai untuk terlibat aktif dalam transformasi green.;1;0;0;0;0;1;0;0;0;1
3051;Saya meyakini bahwa penerapan budaya Green dapat membantu keberlanjutan Perusahaan;;1;0;0;0;0;0;0;0;1
3052;Transisi energi diperlukan untuk keberlanjutan proses bisnis.;;0;0;1;0;0;0;0;0;1
3053;Saya mengetahui aplikasi berbasis teknologi informasi dalam mengukur pencapaian strategi green,;;0;0;0;0;0;1;0;0;1
3054;Kegiatan pembangunan di unit saya sejalan dengan strategi green PLN.;1;0;1;0;0;0;0;0;0;1
3055;Salah satu bentuk green booster adalah memanfaatkan waduk untuk pembangkit hydro.;;0;0;1;0;0;0;0;0;1
3056;Saya mematikan keran air apabila tidak digunakan;;1;0;0;0;0;0;0;0;1
3057;Tindakan ramah lingkungan dipahami oleh setiap karyawan PLN.;1;0;1;0;0;0;0;0;0;1
3058;"Saya mengarahkan untuk pembuatan sistem drainase yang terintegrasi dari gedung hingga saluran drainase di luar
";;1;0;0;0;0;0;0;0;1
3059;Saya aktif mencari informasi terkait gas rumah kaca;;1;0;0;0;0;0;0;0;1
3060;Perusahaan memiliki prosedur standar yang mendukung bisnis yang sustainable.;1;0;0;0;0;1;0;0;0;1
3061;PLN membuat program yang mendorong penggunaan energi bersih dan terbarukan;1;0;0;0;0;0;0;1;0;1
3062;PLN membangun ekosistem untuk renewable energy.;;0;0;1;0;0;0;0;0;1
3063;Pemanfaatan lahan bekas tambang adalah salah satu bentuk green booster.;;0;0;1;0;0;0;0;0;1
3064;Saya terlibat aktif pada kegiatan-kegiatan yang berkaitan membangun energi bersih di masyarakat;;1;0;0;0;0;0;0;0;1
3065;Atasan menginisasi pelatihan terkait Sistem Manajemen Lingkungan untuk membangun awareness dan kepedulian karyawan dalam menjaga lingkungan sekitar;;1;0;0;0;0;0;0;0;1
3066;Implementasi co-firing di beberapa PLTU sudah berhasil mereduksi emisi karbon;;0;0;0;0;0;0;1;0;1
3067;Saya mengajak rekan/bawahan untuk menggunakan angkutan umum setiap ke kantor untuk mengurangi pemakaian kendaraan bahan BBM;;1;0;0;0;0;0;0;0;1
3068;Terdapat program dibukanya loket bayar listrik di bank sampah;;1;0;0;0;0;0;0;0;1
3069;PLN mengembangkan green eco living.;;0;0;1;0;0;0;0;0;1
3070;Ketua tim memberitahukan bagaimana melakukan pengelolaan keberlanjutan;;0;0;0;1;0;0;0;0;1
3071;Perusahaan belum mengaplikasikan strategi green ke dalam visi misinya.;1;0;1;0;0;0;0;0;1;0
3072;Saya mendukung pengembangan sistem informasi guna menunjang strategi green.;;0;0;0;0;0;1;0;0;1
3073;Saya percaya bahwa isu ESG merupakan tanggung jawab PLN sebagai korporasi;;1;0;0;0;0;0;0;0;1
3074;Kami melakukan evaluasi terhadap aplikasi dari pengembang dalam memonitor progress EBT.;;0;0;0;0;0;1;0;0;1
3075;Keberhasilan pencapaian target KPI yang terkait green diketahui melalui pemantauan secara berkala.;1;0;0;0;0;1;0;0;0;1
3076;Saya ikut melaksanakan pembangunan pembangkit listrik EBT.;1;0;0;0;0;1;0;0;0;1
3077;Atasan mengarahkan untuk pembuatan sistem drainase yang terintegrasi dari gedung hingga saluran drainase di luar;;1;0;0;0;0;0;0;0;1
3078;Pimpinan sering menjelaskan solar photovoltaics.;1;0;0;0;0;0;0;1;0;1
3079;PLN selalu mendukung program bank sampah yang ada di daerah-daerah sekitar pembangkit PLN;;1;0;0;0;0;0;0;0;1
3080;Pembangkit dijadikan sebagai sub-holding merupakan strategi investasi green PLN.;1;0;1;0;0;0;0;0;0;1
3081;Banyak ide kreatif dari karyawan tentang green;;0;0;0;1;0;0;0;0;1
3082;Pemerintah mendorong PLN terkait penerapan pajak karbon dan implementasi perdagangan karbon;;0;0;0;0;0;0;1;0;1
3083;PLTS menggunakan baterai tipe VRLA.;1;0;0;0;0;0;0;1;0;1
3084;Ada program pendidikan lanjutan bagi karyawan yang ingin mendalami EBT.;1;0;0;0;0;0;0;1;0;1
3085;Terdapat aturan-aturan yang mengarahkan pada pemeliharaan lingkungan hidup di sekitar lokasi pembangkit;;1;0;0;0;0;0;0;0;1
3086;Pelatihan Sistem Manajemen Lingkungan diharapkan meningkatkan budaya risiko yang bersifat preventif ramah lingkungan serta mendorong peningkatan berkelanjutan;;1;0;0;0;0;0;0;0;1
3087;Saya paham efektivitas strategi green yang dilakukan PLN.;1;0;1;0;0;0;0;0;0;1
3088;Saya memberi arahan untuk mengurangi pemakaian kantong plastik;;1;0;0;0;0;0;0;0;1
3089;Saya punya akses untuk mengakses manajemen data terkait implentasi strategi green;;0;0;0;0;0;1;0;0;1
3090;Atasan mengenalkan kepada saya pengetahuan terkait carbon capture and storage;1;0;0;0;0;0;0;1;0;1
3091;Saya mengusulkan pelaksanaan pelatihan budi daya sayur sistem hidroponik di daerah sekitar pembangkit PLN;;1;0;0;0;0;0;0;0;1
3092;Saya terlibat dalam proyek perusahaan yang dapat mendukung keberhasilan strategi green;;0;0;0;1;0;0;0;0;1
3093;Listrik yang dihasilkan oleh modul surya adalah DC;;0;0;0;0;0;0;1;0;1
3094;Pusdiklat menyelenggarakan webinar terkait bioenergy;;0;0;0;0;0;0;1;0;1
3095;Saya sadar akan pentingnya teknologi informasi dalam pelaksanaan strategi green.;;0;0;0;0;0;1;0;0;1
3096;Unit saya diberi tanggung jawab untuk menerapkan prosedur bisnis PLN yang ramah lingkungan.;1;0;0;0;0;1;0;0;0;1
3097;Dampak strategi green yang dilakukan PLN diketahui oleh setiap divisi.;1;0;1;0;0;0;0;0;0;1
3098;Saya rutin mengecek carbon offset yang dikeluarkan di Perusahaan;;1;0;0;0;0;0;0;0;1
3099;Menurut saya, energi hijau sangat penting untuk keberlangsungan lingkungan hidup.;;0;0;1;0;0;0;0;0;1
3100;PLN bekerjasama dengan perusahan-perusahaan dalam rangka penyediaan biomassa, baik hutan energi atau pelet sampah. ;;0;0;1;0;0;0;0;0;1
3101;Saya memiliki tanggung jawab untuk melakukan aktivitas keberlanjutan;;0;0;0;0;1;0;0;0;1
3102;Semua unit mengimplementasikan rencana yang mengacu pada standar green PLN.;1;0;0;0;0;1;0;0;0;1
3103;Saya mengajak rekan untuk menggurangi penggunaan plastik;;1;0;0;0;0;0;0;0;1
3104;Masih ada resistensi terhadap upaya PLN mengembangkan energi terbarukan.;;0;1;0;0;0;0;0;1;0
3105;Salah satu penerapan strategi green PLN adalah pengeloaan pendanaan perubahan iklim di lingkup perusahaan.;1;0;0;0;0;1;0;0;0;1
3106;Saya diberi kesempatan untuk meningkatkan kemampuan untuk bertindak berkelanjutan;;0;0;0;1;0;0;0;0;1
3107;Salah satu aspirasi utama dalam transformasi PLN yaitu Green.;;0;0;1;0;0;0;0;0;1
3108;Saya belum pernah terlibat dalam menyiapkan bid document proses pengadaan EPC EBT.;1;0;0;0;0;1;0;0;1;0
3109;Terdapat sesi sharing materi yang salah satunya membahas mengenai EBT;;0;0;0;0;0;0;1;0;1
3110;Kebijakan pemerintah mengenai transisi energi terbarukan mendorong PLN untuk berpartisipasi dalam program EBT.;1;0;1;0;0;0;0;0;0;1
3111;Kami membuat analisis risiko saat membuat suatu program terkait green.;;0;0;1;0;0;0;0;0;1
3112;Sulawesi mempunyai 2,2 GW pembangkit EBT ;;0;0;0;0;0;0;1;0;1
3113;Melalui pilar Green PLN mengoptimalkan Energi Terbarukan melalui pembangunan pembangkit ramah lingkungan;;0;1;0;0;0;0;0;0;1
3114;PLN melakukan proses lelang kepada market untuk menetapkan tarif pembelian EBT.;;0;0;1;0;0;0;0;0;1
3115;Contoh biomassa yang dimanfaatkan untuk co-firing adalah limbah perkebunan atau pertanian. ;1;0;0;0;0;0;0;1;0;1
3116;PLN belum sepenuhnya memfasilitasi penyediaan PLTS atap kepada pelanggan.;;0;1;0;0;0;0;0;1;0
3117;PLN perlu menjelaskan lebih rinci mengenai dampak strategi green terhadap aktivitas yang direncanakan.;1;0;1;0;0;0;0;0;1;0
3118;Green booster PLN meliputi implementasi cofiring pada PLTU dan konversi PLTD serta pengembangan EBT skala besar.;;0;1;0;0;0;0;0;0;1
3119;PLN harus memenuhi persyaratan lingkungan dalam menjalankan bisnisnya.;;0;1;0;0;0;0;0;0;1
3120;Transformasi green harus dilakukan deni tercapainya target zero emission pada tahun 2060.;1;0;1;0;0;0;0;0;0;1
3121;Saya mengingatkan karyawan untuk selalu mematuhi aturan lingkungan;;1;0;0;0;0;0;0;0;1
3122;PLN memanfaatkan cahaya matahari sebagai sumber energi yang ramah lingkungan.;;0;0;1;0;0;0;0;0;1
